Content_ID,Platform,Content_Type,AI_Tool_Used,AI_Type,Duration_Seconds,Production_Cost_USD,Views,Likes,Comments,Shares,Engagement_Rate,Watch_Time_Avg_Sec,Retention_Rate,Revenue_USD
ACC005402,YouTube,Video,Canva AI,AI-assisted editing,305,27.33,3777,161,8.0,9.0,0.0471,111.22,46.44,16.13
ACC005403,TikTok,Short,Canva AI,Text-to-video,50,5.7,9736,758,54.0,111.0,0.0948,17.34,37.3,8.29
ACC005404,YouTube,Short,CapCut AI,Image-to-video,50,14.58,8697,353,21.0,35.0,0.047,38.24,83.99,30.43
ACC005405,TikTok,Short,Runway,Image-to-video,56,12.89,3915,292,14.0,35.0,0.0871,42.63,73.13,4.01
ACC005406,YouTube,Video,CapCut AI,AI-assisted editing,617,59.88,7374,200,36.0,19.0,0.0346,310.98,50.13,11.08
ACC005407,YouTube,Video,Synthesia,Avatar video,661,77.29,9561,509,46.0,34.0,0.0616,181.8,31.48,53.33
ACC005408,YouTube,Video,Runway,Image-to-video,185,40.86,2835,145,14.0,8.0,0.0589,82.95,52.8,7.83
ACC005409,TikTok,Short,Runway,AI-assisted editing,56,23.93,13200,881,68.0,162.0,0.0842,41.3,79.18,12.48
ACC005410,TikTok,Reel,Runway,AI-assisted editing,64,16.38,26391,1605,137.0,204.0,0.0737,35.52,65.29,26.53
ACC005411,TikTok,Reel,HeyGen,Text-to-video,46,32.52,10638,863,51.0,42.0,0.0899,44.31,98.0,3.24
ACC005412,YouTube,Short,Pika,AI-assisted editing,46,14.61,7881,320,20.0,23.0,0.0461,23.98,55.23,20.42
ACC005413,Instagram,Video,Canva AI,Avatar video,337,31.58,1932,88,6.0,15.0,0.0564,140.93,51.6,0.87
ACC005414,TikTok,Reel,Pika,Text-to-video,31,19.1,1980,65,13.0,24.0,0.0515,11.4,37.76,2.1
ACC005415,YouTube,Video,Adobe Firefly,Image-to-video,755,69.99,14902,357,36.0,45.0,0.0294,373.04,52.67,110.55
ACC005416,YouTube,Video,CapCut AI,AI-assisted editing,674,60.76,4687,230,23.0,18.0,0.0578,262.65,41.48,36.91
ACC005417,TikTok,Short,Canva AI,AI-assisted editing,59,12.16,18351,905,80.0,145.0,0.0616,36.59,72.93,15.99
ACC005418,TikTok,Short,InVideo AI,Image-to-video,50,11.38,18223,1084,101.0,145.0,0.073,21.41,49.65,8.32
ACC005419,Instagram,Reel,Synthesia,Avatar video,42,16.17,8502,541,47.0,42.0,0.0741,30.84,69.31,2.86
ACC005420,TikTok,Reel,Pika,AI-assisted editing,68,27.57,24203,1507,72.0,194.0,0.0733,36.12,55.43,28.93
ACC005421,YouTube,Video,Runway,Image-to-video,847,75.37,10900,406,36.0,20.0,0.0424,337.41,47.73,109.45
ACC005422,TikTok,Reel,Canva AI,AI-assisted editing,48,7.68,96378,4717,328.0,541.0,0.058,29.93,61.48,25.95
ACC005423,TikTok,Reel,HeyGen,Avatar video,87,19.76,40676,1453,107.0,246.0,0.0444,52.21,64.01,10.38
ACC005424,YouTube,Video,Runway,Text-to-video,308,40.01,5596,167,13.0,21.0,0.0359,100.26,35.31,33.55
ACC005425,TikTok,Reel,Adobe Firefly,Image-to-video,53,21.16,11690,674,60.0,67.0,0.0685,32.43,70.05,13.6
ACC005426,TikTok,Reel,Runway,Image-to-video,77,16.31,4104,307,18.0,40.0,0.0889,46.69,59.47,4.86
ACC005427,YouTube,Short,Adobe Firefly,Image-to-video,40,18.43,1080,47,3.0,1.0,0.0472,31.28,81.86,4.43
ACC005428,Instagram,Reel,Runway,Image-to-video,35,19.89,1957,89,4.0,7.0,0.0511,14.44,48.22,3.51
ACC005429,Instagram,Video,Synthesia,Avatar video,887,96.66,3946,243,16.0,25.0,0.072,292.92,37.2,7.11
ACC005430,Instagram,Video,Runway,AI-assisted editing,574,64.92,31511,1285,183.0,84.0,0.0493,224.25,43.68,18.42
ACC005431,YouTube,Video,Adobe Firefly,Text-to-video,404,52.75,7242,351,27.0,14.0,0.0541,171.74,41.77,54.67
ACC005432,YouTube,Short,InVideo AI,Text-to-video,57,16.38,9070,257,46.0,32.0,0.0369,28.66,47.71,30.07
ACC005433,TikTok,Reel,Adobe Firefly,Image-to-video,70,20.18,4277,296,12.0,49.0,0.0835,43.24,73.59,0.88
ACC005434,YouTube,Video,InVideo AI,Text-to-video,752,71.1,5146,272,29.0,12.0,0.0608,208.86,37.02,14.94
ACC005435,YouTube,Video,InVideo AI,Image-to-video,707,69.64,10351,473,23.0,24.0,0.0502,341.19,60.41,111.76
ACC005436,Instagram,Reel,Canva AI,AI-assisted editing,24,9.38,1986,80,8.0,11.0,0.0498,10.95,50.63,2.78
ACC005437,Instagram,Video,CapCut AI,Image-to-video,692,61.94,13962,750,59.0,116.0,0.0663,245.21,47.22,3.51
ACC005438,YouTube,Short,InVideo AI,Text-to-video,21,10.77,4220,156,13.0,14.0,0.0434,7.48,35.72,14.29
ACC005439,YouTube,Video,Synthesia,Avatar video,175,27.61,6679,234,31.0,28.0,0.0439,48.89,35.98,19.38
ACC005440,Instagram,Reel,Runway,Text-to-video,76,22.42,2688,176,12.0,14.0,0.0751,67.72,85.28,1.73
ACC005441,YouTube,Short,Synthesia,Avatar video,43,26.89,8588,225,19.0,29.0,0.0318,28.4,67.07,15.63
ACC005442,TikTok,Short,Canva AI,Image-to-video,55,14.18,42779,3562,245.0,511.0,0.1009,36.92,79.41,46.72
ACC005443,YouTube,Video,Pika,Image-to-video,674,73.16,6269,298,27.0,11.0,0.0536,385.98,60.29,58.59
ACC005444,TikTok,Reel,Synthesia,Avatar video,31,23.15,6719,485,34.0,68.0,0.0874,19.21,60.89,2.72
ACC005445,Instagram,Reel,Runway,Image-to-video,36,20.06,23170,1247,103.0,80.0,0.0617,20.26,63.28,21.51
ACC005446,YouTube,Video,Pika,Text-to-video,692,69.76,5944,312,32.0,14.0,0.0602,189.76,28.28,70.72
ACC005447,TikTok,Short,InVideo AI,Image-to-video,56,18.78,10645,488,75.0,73.0,0.0597,24.31,47.06,2.59
ACC005448,YouTube,Video,Runway,Image-to-video,375,65.17,1537,44,7.0,4.0,0.0358,84.69,27.77,8.31
ACC005449,Instagram,Video,CapCut AI,AI-assisted editing,593,54.65,17037,593,65.0,43.0,0.0411,175.27,32.5,18.5
ACC005450,YouTube,Video,CapCut AI,Text-to-video,126,14.83,1091,51,4.0,4.0,0.0541,44.88,43.75,5.26
ACC005451,Instagram,Video,CapCut AI,Image-to-video,799,69.66,3339,183,12.0,18.0,0.0638,385.18,56.58,5.18
ACC005452,TikTok,Reel,CapCut AI,Avatar video,60,13.28,8970,653,31.0,74.0,0.0845,32.32,60.89,9.87
ACC005453,Instagram,Reel,InVideo AI,Image-to-video,59,15.34,28183,2094,106.0,141.0,0.0831,32.26,62.68,26.46
ACC005454,YouTube,Video,Adobe Firefly,Text-to-video,408,48.5,23729,658,107.0,56.0,0.0346,124.84,30.6,200.08
ACC005455,TikTok,Reel,InVideo AI,Image-to-video,41,5.08,7197,280,51.0,90.0,0.0585,24.86,70.18,3.16
ACC005456,TikTok,Reel,Runway,AI-assisted editing,53,22.18,75047,3599,356.0,624.0,0.061,29.11,56.91,42.38
ACC005457,Instagram,Reel,CapCut AI,Text-to-video,48,13.21,15397,1050,88.0,89.0,0.0797,23.05,56.54,17.08
ACC005458,YouTube,Short,Runway,Image-to-video,49,17.83,96268,2967,333.0,131.0,0.0356,28.91,57.58,384.63
ACC005459,TikTok,Reel,HeyGen,Avatar video,31,21.85,49875,2208,117.0,530.0,0.0572,17.24,56.11,67.62
ACC005460,YouTube,Video,Adobe Firefly,Image-to-video,896,89.57,8458,388,47.0,12.0,0.0528,331.67,37.39,43.94
ACC005461,TikTok,Short,Pika,Image-to-video,41,12.74,16184,1303,54.0,125.0,0.0916,27.73,65.16,3.21
ACC005462,TikTok,Reel,Runway,AI-assisted editing,75,15.44,4510,268,32.0,26.0,0.0723,48.73,72.31,0.77
ACC005463,TikTok,Reel,CapCut AI,Text-to-video,61,11.41,23839,1016,62.0,207.0,0.0539,39.61,73.28,32.57
ACC005464,Instagram,Reel,Runway,Image-to-video,64,22.66,18211,590,35.0,60.0,0.0376,57.51,85.22,28.66
ACC005465,TikTok,Short,Runway,AI-assisted editing,20,14.26,8222,532,39.0,61.0,0.0769,10.11,57.2,3.69
ACC005466,TikTok,Reel,Runway,Image-to-video,78,25.32,14900,606,85.0,175.0,0.0581,46.26,66.81,20.62
ACC005467,YouTube,Short,Runway,Image-to-video,42,24.79,3191,84,11.0,9.0,0.0326,27.76,71.55,12.02
ACC005468,TikTok,Short,CapCut AI,Image-to-video,44,12.33,24250,1220,134.0,128.0,0.0611,21.17,46.35,25.92
ACC005469,TikTok,Short,InVideo AI,Image-to-video,34,18.29,3159,244,17.0,18.0,0.0883,19.47,62.09,1.89
ACC005470,YouTube,Video,CapCut AI,Text-to-video,624,56.16,11657,318,61.0,30.0,0.0351,247.43,39.95,138.36
ACC005471,YouTube,Short,Synthesia,AI-assisted editing,24,19.51,7964,284,31.0,34.0,0.0438,13.62,66.22,4.96
ACC005472,TikTok,Short,CapCut AI,AI-assisted editing,52,14.11,52950,3909,399.0,195.0,0.085,10.43,22.75,43.22
ACC005473,Instagram,Reel,InVideo AI,AI-assisted editing,90,19.43,1682,124,4.0,11.0,0.0826,45.38,49.57,3.33
ACC005474,YouTube,Video,HeyGen,Text-to-video,695,76.61,6461,244,34.0,10.0,0.0446,315.17,58.42,19.18
ACC005475,TikTok,Short,CapCut AI,Text-to-video,13,9.47,16642,1041,49.0,162.0,0.0752,8.72,63.85,14.22
ACC005476,YouTube,Short,Adobe Firefly,Text-to-video,43,7.13,22073,1101,104.0,94.0,0.0589,35.32,96.62,53.4
ACC005477,YouTube,Video,HeyGen,Avatar video,688,68.99,10172,354,53.0,15.0,0.0415,163.85,28.59,58.56
ACC005478,TikTok,Short,HeyGen,Avatar video,58,17.45,15327,1020,98.0,151.0,0.0828,31.44,54.98,21.32
ACC005479,YouTube,Short,Canva AI,Text-to-video,33,10.61,9687,267,46.0,36.0,0.036,19.24,71.08,14.26
ACC005480,YouTube,Short,Runway,AI-assisted editing,28,21.91,6966,288,35.0,24.0,0.0498,21.1,72.36,6.29
ACC005481,TikTok,Reel,Adobe Firefly,Image-to-video,89,30.7,5157,392,18.0,63.0,0.0917,76.03,83.04,5.25
ACC005482,YouTube,Video,Runway,AI-assisted editing,678,69.3,4247,106,15.0,9.0,0.0306,121.98,21.97,38.14
ACC005483,TikTok,Short,Pika,Image-to-video,50,20.92,6085,353,17.0,49.0,0.0689,40.05,81.83,5.12
ACC005484,TikTok,Reel,Pika,Text-to-video,27,15.27,13384,1138,62.0,116.0,0.0983,13.9,59.68,18.18
ACC005485,YouTube,Video,CapCut AI,Avatar video,747,61.82,7612,400,31.0,31.0,0.0607,354.54,50.63,22.4
ACC005486,YouTube,Short,HeyGen,AI-assisted editing,21,26.52,37122,811,206.0,107.0,0.0303,10.33,58.53,79.32
ACC005487,Instagram,Reel,CapCut AI,Text-to-video,76,11.57,4031,150,19.0,23.0,0.0476,40.33,54.87,1.29
ACC005488,TikTok,Short,Pika,Text-to-video,13,12.34,2943,212,18.0,29.0,0.088,5.13,40.33,1.58
ACC005489,YouTube,Video,HeyGen,Text-to-video,449,52.17,3595,87,20.0,12.0,0.0331,169.83,48.14,25.24
ACC005490,TikTok,Short,Synthesia,Avatar video,37,16.99,3014,242,6.0,36.0,0.0942,27.56,71.17,1.11
ACC005491,TikTok,Reel,CapCut AI,Avatar video,60,19.42,48390,2040,148.0,280.0,0.051,35.19,56.4,54.56
ACC005492,TikTok,Reel,InVideo AI,AI-assisted editing,54,15.63,19627,1257,62.0,156.0,0.0752,35.21,64.79,10.86
ACC005493,Instagram,Reel,Pika,Image-to-video,45,12.01,5038,281,11.0,40.0,0.0659,11.94,31.77,2.45
ACC005494,YouTube,Video,CapCut AI,Image-to-video,468,45.43,17966,864,98.0,60.0,0.0569,86.26,21.29,209.67
ACC005495,Instagram,Video,Synthesia,Text-to-video,555,59.98,9649,711,33.0,60.0,0.0833,161.93,37.28,19.22
ACC005496,YouTube,Video,Canva AI,AI-assisted editing,753,68.13,2665,108,6.0,3.0,0.0439,375.38,49.59,14.62
ACC005497,YouTube,Short,Canva AI,Image-to-video,32,11.91,6433,217,32.0,23.0,0.0423,27.99,82.99,5.36
ACC005498,TikTok,Reel,Runway,Image-to-video,77,29.67,42047,1654,114.0,184.0,0.0464,49.74,73.34,25.53
ACC005499,TikTok,Short,InVideo AI,Text-to-video,51,16.12,6983,407,45.0,77.0,0.0758,30.62,69.69,2.97
ACC005500,TikTok,Short,CapCut AI,Image-to-video,25,10.8,75136,5863,392.0,904.0,0.0953,15.94,62.98,81.19
ACC005501,TikTok,Short,Runway,Text-to-video,45,21.22,4771,229,15.0,58.0,0.0633,18.99,49.41,5.69
ACC005502,YouTube,Video,Pika,Text-to-video,372,33.93,4390,107,23.0,11.0,0.0321,106.45,36.43,47.0
ACC005503,YouTube,Short,HeyGen,AI-assisted editing,17,19.75,12097,383,43.0,51.0,0.0394,9.13,59.39,19.82
ACC005504,Instagram,Reel,Canva AI,Image-to-video,83,11.26,13139,476,40.0,80.0,0.0454,47.13,54.12,6.73
ACC005505,TikTok,Reel,Adobe Firefly,Text-to-video,62,28.22,27433,2320,111.0,176.0,0.095,48.97,78.75,20.26
ACC005506,Instagram,Video,CapCut AI,Text-to-video,244,27.65,7836,299,21.0,47.0,0.0468,63.08,28.66,13.28
ACC005507,YouTube,Short,Pika,Text-to-video,14,13.17,10393,412,23.0,24.0,0.0442,7.53,57.83,45.26
ACC005508,TikTok,Short,InVideo AI,AI-assisted editing,14,9.09,4738,161,29.0,32.0,0.0469,8.4,69.07,1.67
ACC005509,YouTube,Short,Synthesia,Avatar video,39,17.02,56738,1857,286.0,243.0,0.0421,22.18,64.24,91.28
ACC005510,YouTube,Video,CapCut AI,Text-to-video,736,65.04,7548,418,34.0,31.0,0.064,274.37,41.38,32.16
ACC005511,YouTube,Short,Synthesia,Avatar video,47,37.12,28018,1241,110.0,40.0,0.0496,22.86,58.9,24.76
ACC005512,YouTube,Video,CapCut AI,AI-assisted editing,411,42.29,7763,387,14.0,17.0,0.0538,139.21,36.14,22.21
ACC005513,YouTube,Short,Adobe Firefly,Text-to-video,42,24.11,7482,369,17.0,30.0,0.0556,21.91,52.18,5.38
ACC005514,YouTube,Video,CapCut AI,Image-to-video,168,22.15,3268,118,10.0,7.0,0.0413,63.08,41.58,31.11
ACC005515,Instagram,Video,Synthesia,Avatar video,377,47.14,4028,302,10.0,33.0,0.0857,68.94,18.9,5.86
ACC005516,YouTube,Short,InVideo AI,Image-to-video,44,16.18,28212,814,64.0,109.0,0.035,23.59,59.03,20.66
ACC005517,YouTube,Video,CapCut AI,Text-to-video,363,37.0,26436,839,88.0,82.0,0.0382,78.41,23.67,281.44
ACC005518,YouTube,Short,Canva AI,Text-to-video,42,11.23,6939,326,28.0,21.0,0.054,24.63,59.04,24.84
ACC005519,TikTok,Reel,Runway,Image-to-video,44,20.36,1117,90,3.0,9.0,0.0913,17.73,49.09,0.47
ACC005520,Instagram,Reel,CapCut AI,AI-assisted editing,69,14.48,17117,1087,75.0,120.0,0.0749,27.76,48.82,30.65
ACC005521,TikTok,Reel,Pika,Image-to-video,46,25.07,52403,1729,261.0,252.0,0.0428,33.17,86.01,69.4
ACC005522,YouTube,Video,Synthesia,Text-to-video,121,32.06,4067,95,18.0,5.0,0.029,44.52,44.18,23.9
ACC005523,TikTok,Reel,Canva AI,Avatar video,46,9.34,9487,497,67.0,47.0,0.0644,16.45,42.78,7.48
ACC005524,Instagram,Reel,CapCut AI,AI-assisted editing,89,12.36,12698,696,27.0,48.0,0.0607,72.8,84.99,25.39
ACC005525,YouTube,Video,InVideo AI,Image-to-video,109,24.76,412,21,1.0,0.0,0.0534,40.87,39.47,4.48
ACC005526,TikTok,Short,Pika,AI-assisted editing,21,19.02,2705,217,7.0,16.0,0.0887,12.59,57.47,2.81
ACC005527,Instagram,Reel,Canva AI,AI-assisted editing,52,9.45,175511,6721,772.0,1069.0,0.0488,33.02,60.21,226.78
ACC005528,YouTube,Short,Pika,AI-assisted editing,20,10.63,10962,319,36.0,36.0,0.0357,17.04,93.47,34.58
ACC005529,Instagram,Reel,HeyGen,Avatar video,35,22.46,37395,1368,101.0,239.0,0.0457,15.05,45.87,16.35
ACC005530,TikTok,Reel,CapCut AI,AI-assisted editing,80,13.44,4970,421,36.0,27.0,0.0974,48.26,59.22,5.46
ACC005531,YouTube,Video,Runway,Text-to-video,229,45.93,7904,344,33.0,13.0,0.0493,63.81,37.08,90.77
ACC005532,TikTok,Reel,Runway,Image-to-video,58,14.89,17802,1529,96.0,95.0,0.0966,31.72,59.73,24.17
ACC005533,YouTube,Video,HeyGen,AI-assisted editing,257,41.59,581,24,2.0,1.0,0.0465,144.22,61.39,4.73
ACC005534,YouTube,Video,Canva AI,AI-assisted editing,215,24.57,34051,1479,65.0,113.0,0.0487,60.06,37.04,120.33
ACC005535,TikTok,Reel,Pika,Text-to-video,47,26.44,13774,522,93.0,104.0,0.0522,12.28,31.32,6.43
ACC005536,YouTube,Video,Canva AI,AI-assisted editing,204,19.79,3866,145,9.0,7.0,0.0416,87.13,44.85,23.9
ACC005537,YouTube,Video,Canva AI,AI-assisted editing,732,68.27,4208,125,13.0,10.0,0.0352,215.49,36.63,31.24
ACC005538,TikTok,Reel,Runway,AI-assisted editing,63,32.73,9185,547,69.0,92.0,0.0771,47.55,79.71,6.24
ACC005539,TikTok,Reel,Pika,Image-to-video,30,19.91,27666,1814,160.0,241.0,0.0801,18.23,69.0,18.88
ACC005540,TikTok,Reel,Adobe Firefly,Image-to-video,25,17.01,22257,1919,163.0,127.0,0.0992,15.74,62.78,19.3
ACC005541,YouTube,Short,CapCut AI,AI-assisted editing,30,9.26,7120,270,36.0,28.0,0.0469,18.68,70.01,27.57
ACC005542,Instagram,Video,Synthesia,Text-to-video,210,45.63,4583,194,28.0,12.0,0.0511,76.79,48.13,2.35
ACC005543,Instagram,Reel,Synthesia,Text-to-video,35,26.51,9416,659,26.0,63.0,0.0794,22.57,66.58,7.08
ACC005544,TikTok,Short,Synthesia,Avatar video,33,14.18,28161,2429,174.0,273.0,0.1021,16.91,56.91,31.2
ACC005545,Instagram,Video,HeyGen,Text-to-video,511,65.1,1540,102,3.0,6.0,0.0721,211.89,42.0,1.78
ACC005546,Instagram,Reel,Adobe Firefly,AI-assisted editing,89,16.37,152654,9244,957.0,492.0,0.07,59.43,63.22,181.45
ACC005547,YouTube,Short,CapCut AI,AI-assisted editing,52,10.09,7956,270,46.0,30.0,0.0435,33.55,74.96,9.42
ACC005548,YouTube,Video,Synthesia,Text-to-video,738,90.76,4068,144,11.0,15.0,0.0418,347.68,56.4,18.84
ACC005549,YouTube,Video,Runway,Text-to-video,316,41.49,14488,651,74.0,27.0,0.0519,68.03,27.57,62.46
ACC005550,YouTube,Video,CapCut AI,Text-to-video,763,76.02,18855,744,48.0,45.0,0.0444,378.0,53.43,29.47
ACC005551,YouTube,Video,Synthesia,Avatar video,379,50.13,3174,94,12.0,4.0,0.0347,75.89,24.93,19.29
ACC005552,TikTok,Reel,Adobe Firefly,Text-to-video,83,23.11,11628,543,83.0,44.0,0.0576,52.88,66.56,1.37
ACC005553,TikTok,Short,Synthesia,Avatar video,19,21.88,7335,322,55.0,37.0,0.0564,11.32,62.56,3.0
ACC005554,YouTube,Short,Canva AI,AI-assisted editing,21,8.29,36607,1828,175.0,160.0,0.0591,10.32,58.78,88.08
ACC005555,Instagram,Video,Pika,AI-assisted editing,474,46.14,8145,315,18.0,27.0,0.0442,177.98,45.54,11.39
ACC005556,YouTube,Video,Runway,Image-to-video,757,74.79,3609,154,15.0,12.0,0.0502,311.07,43.37,34.8
ACC005557,YouTube,Video,CapCut AI,Avatar video,389,39.86,4017,180,21.0,13.0,0.0533,185.87,49.72,44.74
ACC005558,TikTok,Reel,HeyGen,Avatar video,77,25.91,14100,773,106.0,119.0,0.0708,52.14,66.98,10.95
ACC005559,Instagram,Video,Adobe Firefly,Image-to-video,261,25.76,7147,545,29.0,35.0,0.0852,99.51,41.07,9.6
ACC005560,YouTube,Video,InVideo AI,AI-assisted editing,479,48.58,3156,151,6.0,8.0,0.0523,197.33,40.98,7.41
ACC005561,YouTube,Video,InVideo AI,Image-to-video,179,25.11,1868,84,7.0,3.0,0.0503,56.7,39.44,15.48
ACC005562,Instagram,Video,Adobe Firefly,Text-to-video,497,60.33,7478,284,17.0,41.0,0.0457,136.88,28.77,12.22
ACC005563,TikTok,Short,Runway,AI-assisted editing,58,20.57,5090,252,17.0,42.0,0.0611,35.22,70.06,6.06
ACC005564,Instagram,Reel,InVideo AI,AI-assisted editing,76,22.76,50297,2783,156.0,378.0,0.0659,44.53,60.13,62.59
ACC005565,YouTube,Short,Pika,Image-to-video,45,12.62,25727,958,51.0,66.0,0.0418,32.26,68.76,51.03
ACC005566,YouTube,Video,Adobe Firefly,Image-to-video,449,52.48,4057,141,10.0,5.0,0.0385,159.48,36.59,42.9
ACC005567,Instagram,Video,InVideo AI,Text-to-video,823,72.06,6192,275,37.0,20.0,0.0536,523.15,68.27,6.48
ACC005568,Instagram,Video,CapCut AI,Text-to-video,606,50.4,7349,337,23.0,46.0,0.0552,53.9,10.0,1.59
ACC005569,YouTube,Short,Adobe Firefly,Text-to-video,34,8.39,6511,207,15.0,11.0,0.0358,27.48,77.4,29.11
ACC005570,YouTube,Video,InVideo AI,Image-to-video,516,52.51,8882,311,18.0,17.0,0.039,169.24,35.93,25.41
ACC005571,TikTok,Reel,Canva AI,AI-assisted editing,78,13.91,11833,798,74.0,126.0,0.0843,63.06,80.1,5.77
ACC005572,YouTube,Short,Runway,Text-to-video,56,24.03,28905,758,84.0,112.0,0.033,25.48,45.0,19.7
ACC005573,TikTok,Short,InVideo AI,Image-to-video,38,21.64,4857,190,12.0,17.0,0.0451,17.76,54.95,5.23
ACC005574,TikTok,Short,Adobe Firefly,Text-to-video,14,14.32,45668,3428,200.0,231.0,0.0845,8.48,64.55,38.21
ACC005575,Instagram,Video,CapCut AI,Image-to-video,758,68.8,3072,161,16.0,19.0,0.0638,377.82,52.63,3.78
ACC005576,YouTube,Video,CapCut AI,Image-to-video,368,40.91,8591,227,20.0,19.0,0.031,252.72,69.84,77.97
ACC005577,Instagram,Reel,InVideo AI,Image-to-video,69,19.13,5978,174,38.0,32.0,0.0408,34.83,50.51,6.99
ACC005578,YouTube,Short,Canva AI,Avatar video,21,7.37,4392,188,7.0,15.0,0.0478,19.42,89.8,10.47
ACC005579,YouTube,Video,Pika,AI-assisted editing,326,40.42,15402,665,36.0,59.0,0.0493,56.32,18.63,146.72
ACC005580,TikTok,Short,CapCut AI,AI-assisted editing,54,11.47,4586,390,22.0,39.0,0.0983,29.32,51.35,3.35
ACC005581,Instagram,Reel,Adobe Firefly,Image-to-video,81,28.29,9888,641,24.0,55.0,0.0728,34.94,49.13,2.42
ACC005582,YouTube,Video,CapCut AI,AI-assisted editing,97,17.95,13271,282,26.0,53.0,0.0272,32.97,43.1,140.76
ACC005583,YouTube,Short,Canva AI,Image-to-video,38,15.0,50936,1149,169.0,127.0,0.0284,23.6,66.66,136.18
ACC005584,TikTok,Reel,HeyGen,Avatar video,15,24.23,5816,353,27.0,40.0,0.0722,9.62,69.29,3.24
ACC005585,YouTube,Video,Pika,Image-to-video,155,29.9,4274,176,25.0,12.0,0.0498,75.22,52.95,16.16
ACC005586,TikTok,Reel,InVideo AI,AI-assisted editing,29,18.25,8142,294,30.0,77.0,0.0493,14.04,57.73,9.56
ACC005587,TikTok,Reel,InVideo AI,AI-assisted editing,85,24.42,12349,731,72.0,128.0,0.0754,57.9,71.86,16.42
ACC005588,TikTok,Reel,Runway,Text-to-video,24,24.13,43746,3707,321.0,397.0,0.1012,14.65,63.11,11.96
ACC005589,TikTok,Short,Runway,AI-assisted editing,48,19.41,18986,1048,62.0,79.0,0.0626,28.8,65.42,21.59
ACC005590,YouTube,Video,InVideo AI,Text-to-video,386,42.82,3531,115,17.0,9.0,0.0399,124.71,42.96,27.63
ACC005591,Instagram,Video,Canva AI,AI-assisted editing,632,56.22,6393,490,25.0,29.0,0.0851,232.02,36.03,9.24
ACC005592,YouTube,Short,InVideo AI,Text-to-video,44,16.66,17306,420,75.0,74.0,0.0329,22.06,54.6,74.12
ACC005593,Instagram,Reel,Runway,AI-assisted editing,81,18.88,81793,4890,516.0,566.0,0.073,55.59,69.53,47.72
ACC005594,YouTube,Short,Canva AI,Text-to-video,43,11.53,427899,22458,1253.0,933.0,0.0576,25.0,61.48,478.25
ACC005595,YouTube,Video,CapCut AI,Text-to-video,379,37.76,5745,130,24.0,14.0,0.0292,173.09,49.8,66.08
ACC005596,Instagram,Reel,CapCut AI,Text-to-video,16,7.89,7198,368,26.0,26.0,0.0583,7.19,54.01,9.24
ACC005597,YouTube,Short,Runway,Image-to-video,60,30.02,1251,49,4.0,5.0,0.0464,39.76,71.13,2.51
ACC005598,YouTube,Short,Synthesia,Avatar video,53,20.03,3665,119,9.0,8.0,0.0371,18.94,42.1,11.19
ACC005599,TikTok,Short,CapCut AI,Avatar video,23,10.31,26574,1176,106.0,229.0,0.0569,19.29,82.49,31.64
ACC005600,TikTok,Reel,Canva AI,AI-assisted editing,41,9.65,10551,854,72.0,83.0,0.0956,25.99,69.29,13.49
ACC005601,Instagram,Reel,InVideo AI,Image-to-video,87,18.14,32884,2101,200.0,196.0,0.0759,16.21,19.15,43.01
ACC005602,YouTube,Short,Adobe Firefly,Text-to-video,39,14.5,21332,806,86.0,63.0,0.0448,38.59,94.76,79.0
ACC005603,YouTube,Video,Canva AI,AI-assisted editing,384,34.38,17463,390,71.0,58.0,0.0297,100.94,26.05,42.64
ACC005604,TikTok,Short,InVideo AI,Image-to-video,44,16.5,35545,1265,227.0,337.0,0.0515,23.96,59.42,21.44
ACC005605,YouTube,Video,CapCut AI,Avatar video,705,65.52,5752,266,18.0,21.0,0.053,295.2,55.67,23.38
ACC005606,YouTube,Video,CapCut AI,Avatar video,653,58.05,5520,298,25.0,7.0,0.0598,295.52,47.36,39.87
ACC005607,YouTube,Short,Adobe Firefly,Image-to-video,14,9.76,71250,3846,224.0,200.0,0.0599,6.75,53.88,236.7
ACC005608,YouTube,Video,Runway,AI-assisted editing,860,83.76,1837,95,4.0,5.0,0.0566,147.55,20.58,21.06
ACC005609,TikTok,Short,Runway,Text-to-video,31,22.03,12876,858,85.0,86.0,0.0799,17.15,67.14,9.17
ACC005610,TikTok,Short,CapCut AI,AI-assisted editing,35,8.49,178371,6882,478.0,1619.0,0.0503,15.95,45.98,227.74
ACC005611,Instagram,Reel,Synthesia,Avatar video,36,17.07,11060,673,56.0,78.0,0.073,23.27,68.99,13.11
ACC005612,YouTube,Video,Pika,Text-to-video,409,50.51,4262,237,25.0,6.0,0.0629,154.37,39.86,38.88
ACC005613,TikTok,Short,CapCut AI,Text-to-video,35,17.23,16089,1066,119.0,194.0,0.0857,27.89,81.91,4.8
ACC005614,TikTok,Reel,InVideo AI,Text-to-video,57,16.88,3454,229,19.0,32.0,0.0811,40.22,79.92,3.05
ACC005615,YouTube,Short,Runway,Image-to-video,23,24.95,7122,340,39.0,11.0,0.0548,12.39,55.75,6.44
ACC005616,YouTube,Short,Pika,AI-assisted editing,52,12.98,20407,803,62.0,80.0,0.0463,29.27,60.07,30.19
ACC005617,Instagram,Reel,Adobe Firefly,Text-to-video,49,21.03,6903,477,44.0,17.0,0.0779,37.51,89.34,3.37
ACC005618,Instagram,Reel,Runway,Text-to-video,81,35.24,30928,1851,130.0,198.0,0.0705,48.21,61.2,21.63
